year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,hs_degree_quality
2018,09,009,race-ethnicity,"Black, Non-Hispanic",0.8885340147,0.9531951885,0.8238728409,3
2018,09,009,race-ethnicity,Hispanic,0.8102849201,0.8759395855,0.7446302546,1
2018,09,009,race-ethnicity,Other Races and Ethnicities,0.824742268,0.9358252512,0.7136592849,3
2018,09,009,race-ethnicity,"White, Non-Hispanic",0.950609433,0.9732137705,0.9280050954,1
2018,09,011,all,All,0.9404285378,1,0.866142739,1
2018,09,011,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,09,011,race-ethnicity,Hispanic,0.9033915725,1,0.7976755126,3
2018,09,011,race-ethnicity,Other Races and Ethnicities,0.927756654,1,0.8366203967,3
2018,09,011,race-ethnicity,"White, Non-Hispanic",0.9262419994,0.967258686,0.8852253127,1
2018,09,013,all,All,0.9651615861,1,0.8995433358,1
2018,09,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,0,3
2018,09,013,race-ethnicity,Hispanic,0.8618925831,1,0.6364842904,3
2018,09,013,race-ethnicity,Other Races and Ethnicities,0.6880733945,0.9907496893,0.3853970997,3
2018,09,013,race-ethnicity,"White, Non-Hispanic",0.9673846154,1,0.9335692582,1
2018,09,015,all,All,1,1,1,3
2018,09,015,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,09,015,race-ethnicity,Hispanic,0.8597285068,1,0.654505946,3
2018,09,015,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,09,015,race-ethnicity,"White, Non-Hispanic",0.9394799054,0.9844514434,0.8945083675,1
2018,10,001,all,All,0.8013765978,0.9577704234,0.6449827722,3
2018,10,001,race-ethnicity,"Black, Non-Hispanic",0.8526603001,0.9839482805,0.7213723198,3
2018,10,001,race-ethnicity,Hispanic,0.6944444444,0.9799535198,0.4089353691,3
2018,10,001,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,10,001,race-ethnicity,"White, Non-Hispanic",0.7443609023,0.8382083444,0.6505134602,3
2018,10,003,all,All,0.7956705385,0.8713668916,0.7199741855,1
2018,10,003,race-ethnicity,"Black, Non-Hispanic",0.8517611026,0.9214070838,0.7821151214,1
2018,10,003,race-ethnicity,Hispanic,0.8430054979,0.9358353142,0.7501756816,3
2018,10,003,race-ethnicity,Other Races and Ethnicities,0.8238691049,0.9449877915,0.7027504183,3
2018,10,003,race-ethnicity,"White, Non-Hispanic",0.9165983942,0.9478339743,0.8853628141,1
2018,10,005,all,All,0.9505057803,1,0.8686915572,3
2018,10,005,race-ethnicity,"Black, Non-Hispanic",0.7274193548,0.9276447708,0.5271939388,3
2018,10,005,race-ethnicity,Hispanic,0.784203103,0.9644957228,0.6039104831,3
2018,10,005,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,10,005,race-ethnicity,"White, Non-Hispanic",0.8254035684,0.9001842341,0.7506229027,3
2018,11,001,all,All,0.8642037574,0.9462333627,0.7821741521,1
2018,11,001,race-ethnicity,"Black, Non-Hispanic",0.8294762485,0.8784020061,0.7805504909,1
2018,11,001,race-ethnicity,Hispanic,0.6538830297,0.7944525663,0.5133134932,3
2018,11,001,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,11,001,race-ethnicity,"White, Non-Hispanic",0.9886609071,1,0.9674805493,3
2018,12,001,all,All,0.9801964512,1,0.9515702678,1
2018,12,001,race-ethnicity,"Black, Non-Hispanic",0.8493664946,0.9475366181,0.7511963711,3
2018,12,001,race-ethnicity,Hispanic,0.9901768173,1,0.9684285324,3
2018,12,001,race-ethnicity,Other Races and Ethnicities,0.9588281869,1,0.9063178119,3
2018,12,001,race-ethnicity,"White, Non-Hispanic",0.9761422111,0.9954495355,0.9568348868,1
2018,12,003,all,All,0.7808989051,1,0.5364548894,3
2018,12,003,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,12,003,race-ethnicity,Hispanic,0.3857142857,0.9365391218,0,3
2018,12,003,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,003,race-ethnicity,"White, Non-Hispanic",0.9120310479,0.9808913484,0.8431707473,3
2018,12,005,all,All,0.8226232982,0.920095069,0.7251515275,2
2018,12,005,race-ethnicity,"Black, Non-Hispanic",0.6070422535,0.8210963095,0.3929881975,3
2018,12,005,race-ethnicity,Hispanic,0.9390581717,1,0.8218386169,3
2018,12,005,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,005,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,12,007,all,All,0.8639472372,0.9688921608,0.7590023136,2
2018,12,007,race-ethnicity,"Black, Non-Hispanic",0.9028697572,1,0.7730828558,3
2018,12,007,race-ethnicity,Hispanic,0.8365853659,0.9947272936,0.6784434381,3
2018,12,007,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,007,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,009,all,All,0.9217350306,0.9813417921,0.8621282692,1
2018,12,009,race-ethnicity,"Black, Non-Hispanic",0.9063291139,0.9955177295,0.8171404983,3
2018,12,009,race-ethnicity,Hispanic,0.8315371526,0.9363346541,0.726739651,3
2018,12,009,race-ethnicity,Other Races and Ethnicities,0.9256559767,1,0.8267045582,3
2018,12,009,race-ethnicity,"White, Non-Hispanic",0.8805701633,0.9194691997,0.8416711269,1
2018,12,011,all,All,0.8774649767,0.9176330594,0.8372968939,1
2018,12,011,race-ethnicity,"Black, Non-Hispanic",0.8013612488,0.8389848493,0.7637376482,1
2018,12,011,race-ethnicity,Hispanic,0.8478890891,0.881219322,0.8145588561,1
2018,12,011,race-ethnicity,Other Races and Ethnicities,0.9023323615,0.9554482021,0.849216521,1
2018,12,011,race-ethnicity,"White, Non-Hispanic",0.9162665642,0.9425084211,0.8900247074,1
2018,12,013,all,All,0.8413964794,0.9624225146,0.7203704442,2
2018,12,013,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,013,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,013,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,013,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,015,all,All,0.8294854881,0.9740475942,0.6849233821,3
2018,12,015,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,12,015,race-ethnicity,Hispanic,1,1,1,3
2018,12,015,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,015,race-ethnicity,"White, Non-Hispanic",0.8093197643,0.9026913057,0.7159482229,3
2018,12,017,all,All,0.6653726708,0.8721744432,0.4585708984,3
2018,12,017,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,12,017,race-ethnicity,Hispanic,0.4612794613,0.8601613079,0.0623976146,3
2018,12,017,race-ethnicity,Other Races and Ethnicities,0.9029850746,1,0.7096127226,3
2018,12,017,race-ethnicity,"White, Non-Hispanic",0.7888583219,0.8888474023,0.6888692414,3
2018,12,019,all,All,0.722107438,0.8851482926,0.5590665835,3
2018,12,019,race-ethnicity,"Black, Non-Hispanic",0.5829145729,0.8245224249,0.3413067208,3
2018,12,019,race-ethnicity,Hispanic,0.9703832753,1,0.8897950157,3
2018,12,019,race-ethnicity,Other Races and Ethnicities,0.9493087558,1,0.8196714646,3
2018,12,019,race-ethnicity,"White, Non-Hispanic",0.9008066926,0.9582575334,0.8433558517,1
2018,12,021,all,All,0.8014814815,0.9235802832,0.6793826797,1
2018,12,021,race-ethnicity,"Black, Non-Hispanic",0.8427586207,0.9948763224,0.690640919,3
2018,12,021,race-ethnicity,Hispanic,0.8099117447,0.8872038194,0.7326196701,3
2018,12,021,race-ethnicity,Other Races and Ethnicities,0.9826086957,1,0.8920213661,3
2018,12,021,race-ethnicity,"White, Non-Hispanic",0.9083409716,0.9707951101,0.8458868331,3
2018,12,023,all,All,0.8639472481,0.9688921681,0.759002328,2
2018,12,023,race-ethnicity,"Black, Non-Hispanic",0.9028697572,1,0.7730828558,3
2018,12,023,race-ethnicity,Hispanic,0.8365853659,0.9947272936,0.6784434381,3
2018,12,023,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,023,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,027,all,All,0.6989710758,0.8824913993,0.5154507524,3
2018,12,027,race-ethnicity,"Black, Non-Hispanic",0.9416909621,1,0.7541903952,3
2018,12,027,race-ethnicity,Hispanic,0.609143593,0.7642867881,0.454000398,3
2018,12,027,race-ethnicity,Other Races and Ethnicities,0.5637583893,1,0.0777585466,3
2018,12,027,race-ethnicity,"White, Non-Hispanic",0.8065003779,0.9194408219,0.693559934,3
2018,12,029,all,All,0.8639472175,0.9688921475,0.7590022874,2
2018,12,029,race-ethnicity,"Black, Non-Hispanic",0.9028697572,1,0.7730828558,3
2018,12,029,race-ethnicity,Hispanic,0.8365853659,0.9947272936,0.6784434381,3
2018,12,029,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,029,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,031,all,All,0.8654986379,0.9174023672,0.8135949086,1
2018,12,031,race-ethnicity,"Black, Non-Hispanic",0.7845280341,0.8396149939,0.7294410742,1
2018,12,031,race-ethnicity,Hispanic,0.7824285122,0.8717328326,0.6931241918,3
2018,12,031,race-ethnicity,Other Races and Ethnicities,0.9089230769,0.9805420297,0.8373041241,3
2018,12,031,race-ethnicity,"White, Non-Hispanic",0.8576409763,0.8923647192,0.8229172334,1
2018,12,033,all,All,0.8064296649,0.9159446927,0.6969146371,1
2018,12,033,race-ethnicity,"Black, Non-Hispanic",0.7745025792,0.8903411773,0.6586639812,3
2018,12,033,race-ethnicity,Hispanic,0.7462686567,1,0.4765625801,3
2018,12,033,race-ethnicity,Other Races and Ethnicities,0.8975032852,1,0.7871131999,3
2018,12,033,race-ethnicity,"White, Non-Hispanic",0.8715443279,0.9222923616,0.8207962943,1
2018,12,035,all,All,0.6004618592,0.8775942471,0.3233294714,3
2018,12,035,race-ethnicity,"Black, Non-Hispanic",0.856,1,0.6383923295,3
2018,12,035,race-ethnicity,Hispanic,0.8844765343,1,0.6476745629,3
2018,12,035,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,035,race-ethnicity,"White, Non-Hispanic",0.6360078278,0.757754668,0.5142609875,3
2018,12,037,all,All,0.8413965163,0.9624225401,0.7203704925,2
2018,12,037,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,037,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,037,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,037,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,039,all,All,0.8413965112,0.9624225366,0.7203704858,2
2018,12,039,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,039,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,039,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,039,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,041,all,All,0.8639472481,0.9688921681,0.759002328,2
2018,12,041,race-ethnicity,"Black, Non-Hispanic",0.9028697572,1,0.7730828558,3
2018,12,041,race-ethnicity,Hispanic,0.8365853659,0.9947272936,0.6784434381,3
2018,12,041,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,041,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,043,all,All,0.63927943759999994,0.8908285974,0.3877302778,3
2018,12,043,race-ethnicity,"Black, Non-Hispanic",0.8625,1,0.6238606932,3
2018,12,043,race-ethnicity,Hispanic,0.7171548117,0.8810770699,0.5532325535,3
2018,12,043,race-ethnicity,Other Races and Ethnicities,0.72,1,0.3607260655,3
2018,12,043,race-ethnicity,"White, Non-Hispanic",0.7608225108,0.9217299108,0.5999151108,3
2018,12,045,all,All,0.8413964809,0.9624225157,0.7203704462,2
2018,12,045,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,045,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,045,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,045,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,047,all,All,0.8485491754,1,0.6143371738,3
2018,12,047,race-ethnicity,"Black, Non-Hispanic",0.5819070905,0.8315238078,0.3322903731,3
2018,12,047,race-ethnicity,Hispanic,0.6164874552,0.9178629805,0.3151119299,3
2018,12,047,race-ethnicity,Other Races and Ethnicities,NA,NA,0,3
2018,12,047,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,049,all,All,0.6989710098,0.8824913447,0.5154506749,3
2018,12,049,race-ethnicity,"Black, Non-Hispanic",0.9416909621,1,0.7541903952,3
2018,12,049,race-ethnicity,Hispanic,0.609143593,0.7642867881,0.454000398,3
2018,12,049,race-ethnicity,Other Races and Ethnicities,0.5637583893,1,0.0777585466,3
2018,12,049,race-ethnicity,"White, Non-Hispanic",0.8065003779,0.9194408219,0.693559934,3
2018,12,051,all,All,0.6392793928,0.8908285594,0.38773022620000003,3
2018,12,051,race-ethnicity,"Black, Non-Hispanic",0.8625,1,0.6238606932,3
2018,12,051,race-ethnicity,Hispanic,0.7171548117,0.8810770699,0.5532325535,3
2018,12,051,race-ethnicity,Other Races and Ethnicities,0.72,1,0.3607260655,3
2018,12,051,race-ethnicity,"White, Non-Hispanic",0.7608225108,0.9217299108,0.5999151108,3
2018,12,053,all,All,0.7968051118,0.9407936388,0.6528165848,1
2018,12,053,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,12,053,race-ethnicity,Hispanic,0.7976011994,0.9618071986,0.6333952002,3
2018,12,053,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,053,race-ethnicity,"White, Non-Hispanic",0.8722689076,0.9312587213,0.8132790938,1
2018,12,055,all,All,0.6936011518,0.8401771094,0.5470251943,2
2018,12,055,race-ethnicity,"Black, Non-Hispanic",0.9355094076,1,0.8068432545,3
2018,12,055,race-ethnicity,Hispanic,0.6223803286,0.73846474,0.5062959172,3
2018,12,055,race-ethnicity,Other Races and Ethnicities,0.5807244714,0.8865620824,0.2748868604,3
2018,12,055,race-ethnicity,"White, Non-Hispanic",0.8013613975,0.8922660783,0.7104567167,3
2018,12,057,all,All,0.8668914633,0.9071872896,0.826595637,1
2018,12,057,race-ethnicity,"Black, Non-Hispanic",0.811569625,0.8670293531,0.7561098969,1
2018,12,057,race-ethnicity,Hispanic,0.7986943302,0.836161254,0.7612274063,1
2018,12,057,race-ethnicity,Other Races and Ethnicities,0.9313287282,0.9762048379,0.8864526184,1
2018,12,057,race-ethnicity,"White, Non-Hispanic",0.9074123629,0.9296443523,0.8851803734,1
2018,12,059,all,All,0.8226233053,0.9200950745,0.7251515361,2
2018,12,059,race-ethnicity,"Black, Non-Hispanic",0.6070422535,0.8210963095,0.3929881975,3
2018,12,059,race-ethnicity,Hispanic,0.9390581717,1,0.8218386169,3
2018,12,059,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,059,race-ethnicity,"White, Non-Hispanic",0.889198783,0.9328103034,0.8455872625,2
2018,12,061,all,All,1,1,1,3
2018,12,061,race-ethnicity,"Black, Non-Hispanic",0.6163682864,1,0.0661020861,3
2018,12,061,race-ethnicity,Hispanic,0.5989304813,0.902706935,0.2951540276,3
2018,12,061,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,061,race-ethnicity,"White, Non-Hispanic",0.914893617,0.9992849393,0.8305022947,3
2018,12,063,all,All,0.8413965161,0.96242254,0.7203704923,2
2018,12,063,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,063,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,063,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,063,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,065,all,All,0.8413964906,0.9624225224,0.7203704589,2
2018,12,065,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,065,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,065,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,065,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,067,all,All,0.8485492021,1,0.6143372174,3
2018,12,067,race-ethnicity,"Black, Non-Hispanic",0.5819070905,0.8315238078,0.3322903731,3
2018,12,067,race-ethnicity,Hispanic,0.6164874552,0.9178629805,0.3151119299,3
2018,12,067,race-ethnicity,Other Races and Ethnicities,NA,NA,0,3
2018,12,067,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,069,all,All,0.8626491187,0.9544595459,0.7708386916,1
2018,12,069,race-ethnicity,"Black, Non-Hispanic",0.6163413108,0.7964605956,0.436222026,3
2018,12,069,race-ethnicity,Hispanic,0.8302267541,0.9313034705,0.7291500377,3
2018,12,069,race-ethnicity,Other Races and Ethnicities,0.65119037,0.9208485918,0.3815321482,3
2018,12,069,race-ethnicity,"White, Non-Hispanic",0.8876630949,0.9378649293,0.8374612604,1
2018,12,071,all,All,0.8005186651,0.8717219862,0.7293153441,1
2018,12,071,race-ethnicity,"Black, Non-Hispanic",0.7509113001,0.8537065266,0.6481160736,3
2018,12,071,race-ethnicity,Hispanic,0.7508314147,0.819368908,0.6822939213,1
2018,12,071,race-ethnicity,Other Races and Ethnicities,0.8051831993,0.954577746,0.6557886525,3
2018,12,071,race-ethnicity,"White, Non-Hispanic",0.8482878884,0.8931180472,0.8034577296,1
2018,12,073,all,All,0.9305975293,0.9772497218,0.8839453368,1
2018,12,073,race-ethnicity,"Black, Non-Hispanic",0.8827083704,0.9313651726,0.8340515681,1
2018,12,073,race-ethnicity,Hispanic,0.9633883704,1,0.920597567,3
2018,12,073,race-ethnicity,Other Races and Ethnicities,0.933107536,1,0.8536712888,3
2018,12,073,race-ethnicity,"White, Non-Hispanic",0.9620279794,0.9824952237,0.9415607351,1
2018,12,075,all,All,0.8639472275,0.9688921542,0.7590023007,2
2018,12,075,race-ethnicity,"Black, Non-Hispanic",0.9028697572,1,0.7730828558,3
2018,12,075,race-ethnicity,Hispanic,0.8365853659,0.9947272936,0.6784434381,3
2018,12,075,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,075,race-ethnicity,"White, Non-Hispanic",0.8221220527,0.8868710244,0.757373081,2
2018,12,077,all,All,0.8413965265,0.9624225471,0.7203705059,2
2018,12,077,race-ethnicity,"Black, Non-Hispanic",0.8907749077,0.9710511939,0.8104986216,3
2018,12,077,race-ethnicity,Hispanic,0.7700729927,0.9904940052,0.5496519802,3
2018,12,077,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,077,race-ethnicity,"White, Non-Hispanic",0.6835689907,0.7751845356,0.5919534459,3
2018,12,079,all,All,0.848549201,1,0.6143372157,3
2018,12,079,race-ethnicity,"Black, Non-Hispanic",0.5819070905,0.8315238078,0.3322903731,3
2018,12,079,race-ethnicity,Hispanic,0.6164874552,0.9178629805,0.3151119299,3
2018,12,079,race-ethnicity,Other Races and Ethnicities,NA,NA,0,3
2018,12,079,race-ethnicity,"White, Non-Hispanic",0.7899924185,0.9090011327,0.6709837043,3
2018,12,081,all,All,0.8264821598,0.9314508741,0.7215134456,1
2018,12,081,race-ethnicity,"Black, Non-Hispanic",0.7270742358,0.8951038517,0.5590446199,3
2018,12,081,race-ethnicity,Hispanic,0.7606965174,0.8705015634,0.6508914715,3
2018,12,081,race-ethnicity,Other Races and Ethnicities,0.664,0.9114262266,0.4165737734,3
2018,12,081,race-ethnicity,"White, Non-Hispanic",0.8654331371,0.9164340174,0.8144322568,1
2018,12,083,all,All,0.7878289474,0.9145314252,0.6611264695,1
2018,12,083,race-ethnicity,"Black, Non-Hispanic",0.7294964029,0.8746082668,0.5843845389,3
2018,12,083,race-ethnicity,Hispanic,0.7354001442,0.9017915328,0.5690087556,3
2018,12,083,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,083,race-ethnicity,"White, Non-Hispanic",0.8186107471,0.8853675583,0.7518539358,1
2018,12,085,all,All,0.9779909707,1,0.9102131366,3
2018,12,085,race-ethnicity,"Black, Non-Hispanic",0.8235294118,1,0.5411176532,3
2018,12,085,race-ethnicity,Hispanic,0.7969187675,0.9546174226,0.6392201124,3
2018,12,085,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,085,race-ethnicity,"White, Non-Hispanic",0.8231511254,0.9196942576,0.7266079933,3
2018,12,086,all,All,0.8717488689,0.901882523,0.8416152148,1
2018,12,086,race-ethnicity,"Black, Non-Hispanic",0.8318993801,0.8677922431,0.7960065171,1
2018,12,086,race-ethnicity,Hispanic,0.8642510264,0.8807783423,0.8477237105,1
2018,12,086,race-ethnicity,Other Races and Ethnicities,0.8705547499,0.9541153078,0.7869941921,3
2018,12,086,race-ethnicity,"White, Non-Hispanic",0.8954590272,0.9270213239,0.8638967304,1
2018,12,087,all,All,0.8120703299,1,0.5812073877,3
2018,12,087,race-ethnicity,"Black, Non-Hispanic",0.7071428571,1,0.3917930514,3
2018,12,087,race-ethnicity,Hispanic,0.6920930233,0.8695370555,0.514648991,3
2018,12,087,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,087,race-ethnicity,"White, Non-Hispanic",0.8390410959,0.9727949152,0.7052872766,3
2018,12,089,all,All,0.7808988852,1,0.5364548616,3
2018,12,089,race-ethnicity,"Black, Non-Hispanic",1,1,1,3
2018,12,089,race-ethnicity,Hispanic,0.3857142857,0.9365391218,0,3
2018,12,089,race-ethnicity,Other Races and Ethnicities,1,1,1,3
2018,12,089,race-ethnicity,"White, Non-Hispanic",0.9120310479,0.9808913484,0.8431707473,3
2018,12,091,all,All,0.8344162649,0.9674297467,0.7014027831,1
2018,12,091,race-ethnicity,"Black, Non-Hispanic",0.9360465116,1,0.7761954038,3
2018,12,091,race-ethnicity,Hispanic,1,1,1,3
2018,12,091,race-ethnicity,Other Races and Ethnicities,0.9087591241,1,0.7718757424,3
2018,12,091,race-ethnicity,"White, Non-Hispanic",0.8444029851,0.9071982066,0.7816077635,1
2018,12,093,all,All,0.6392794109,0.8908285747,0.3877302471,3
2018,12,093,race-ethnicity,"Black, Non-Hispanic",0.8625,1,0.6238606932,3
2018,12,093,race-ethnicity,Hispanic,0.7171548117,0.8810770699,0.5532325535,3
2018,12,093,race-ethnicity,Other Races and Ethnicities,0.72,1,0.3607260655,3
2018,12,093,race-ethnicity,"White, Non-Hispanic",0.7608225108,0.9217299108,0.5999151108,3
2018,12,095,all,All,0.8407937688,0.8859669394,0.7956205982,1
