state,place,subgroup_type,subgroup,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality,share_poverty_exposure,share_poverty_exposure_quality
12,45025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,45025,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,45025,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,45060,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,45060,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,45060,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,45060,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
12,45975,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,45975,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,45975,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,45975,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,49675,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,49675,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,49675,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
12,49675,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,53000,all,All,0.80331117,0.76333094,0.8432914,1,4867,4867,4867,0.022638474,1,0.01196064956544952,1
12,53000,race-ethnicity,"Black, Non-Hispanic",0.7879566,0.73682749,0.8390857,1,2265,2265,2265,0.021925155,1,NA,NA
12,53000,race-ethnicity,Hispanic,0.77455157,0.72786945,0.82123369,1,1872,1872,1872,0.010180552,1,0,1
12,53000,race-ethnicity,"White, Non-Hispanic",0.85544252,0.80668902,0.90419602,1,588,588,588,0.0053166482,1,0,1
12,54000,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09099166297265432,1
12,54000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,54000,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03934986754229203,2
12,54000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04227329439182197,1
12,54200,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,54200,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,54200,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,54200,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,55775,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16894054562619382,1
12,55775,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,55775,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2277248834980199,1
12,55775,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12215818180422518,1
12,57425,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,57425,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,57425,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,57425,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,58050,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1401661640846728,1
12,58050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,58050,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01190263053094163,2
12,58050,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00743185269770679,1
12,58715,all,All,NA,NA,NA,NA,1428,1428,1428,0.034114528,1,0,1
12,58715,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,703,703,703,0.027075952,1,NA,NA
12,58715,race-ethnicity,Hispanic,NA,NA,NA,NA,336,336,336,0.01260788,1,0,2
12,58715,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,282,282,282,0.010855339,1,0,1
12,63000,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12022085302866332,1
12,63000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,63000,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02987602791159515,2
12,63000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02280250836108571,1
12,69700,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12,69700,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,69700,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,69700,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
12,70600,all,All,0.85501474,0.75458401,0.95544553,1,856,856,856,0.023176476,1,0.579029953287738,1
12,70600,race-ethnicity,"Black, Non-Hispanic",0.87152797,0.76808983,0.97496611,1,651,650,652,0.020412643,1,NA,NA
12,70600,race-ethnicity,Hispanic,0.87529528,0.60424304,1.1463475,2,66,65,67,0.010213556,1,0.6600437294991272,1
12,70600,race-ethnicity,"White, Non-Hispanic",0.80968571,0.71685278,0.90251863,1,89,88,90,0.003089634,1,0.6072672096641845,1
12,71000,all,All,0.8269757,0.78785086,0.86610055,1,4781,4781,4781,0.021410178,1,0.1799642695460134,1
12,71000,race-ethnicity,"Black, Non-Hispanic",0.81150067,0.75530505,0.86769629,1,1982,1982,1982,0.021262445,1,NA,NA
12,71000,race-ethnicity,Hispanic,0.7944954,0.74717468,0.84181613,1,1758,1758,1758,0.010508572,1,0.19433953973545975,1
12,71000,race-ethnicity,"White, Non-Hispanic",0.84664959,0.80404478,0.88925439,1,787,787,787,0.0054378617,1,0.09025877633555653,1
12,76600,all,All,0.93513727,0.8941232,0.97615135,1,4500,4500,4500,0.023115449,1,0.06451330624596027,1
12,76600,race-ethnicity,"Black, Non-Hispanic",0.91093469,0.86055601,0.96131337,1,1872,1872,1872,0.017420111,1,NA,NA
12,76600,race-ethnicity,Hispanic,0.93042296,0.87878066,0.98206526,1,1811,1811,1811,0.012990087,1,0.04237965481435776,1
12,76600,race-ethnicity,"White, Non-Hispanic",0.9357416,0.88914388,0.98233932,1,569,569,569,0.0049001877,1,0.03067009485977232,1
13,03440,all,All,0.89582479,0.74101377,1.0506358,1,551,551,551,0.036336061,1,0.48478998207062274,1
13,03440,race-ethnicity,"Black, Non-Hispanic",0.94052809,0.80040318,1.080653,1,354,354,354,0.025321888,1,NA,NA
13,03440,race-ethnicity,Hispanic,0.87866986,0.65019578,1.1071439,1,52,52,52,0.0074243289,1,0.28763705135040457,2
13,03440,race-ethnicity,"White, Non-Hispanic",0.87932599,0.6546846,1.1039674,1,111,111,111,0.01457458,1,0.569834546413486,1
13,04000,all,All,0.92571151,0.86030972000000006,0.99111336,1,3256,3255,3257,0.020677742,1,0.2636237721292297,1
13,04000,race-ethnicity,"Black, Non-Hispanic",0.97823274,0.9192307,1.0372347,1,2775,2774,2776,0.016855571,1,NA,NA
13,04000,race-ethnicity,Hispanic,1.0233806,0.89699364,1.1497678,1,223,223,223,0.005656166,1,0.27956462239966606,2
13,04000,race-ethnicity,"White, Non-Hispanic",0.70207733,0.61865771,0.78549695,1,122,122,122,0.0015941877,1,0.13665714860982292,1
13,04204,all,All,1.0203161,0.918859,1.1217732,1,629,629,629,0.020511316,1,0.2356847111544769,1
13,04204,race-ethnicity,"Black, Non-Hispanic",1.0424602,0.96607429,1.1188461,1,543,543,543,0.011908939,1,NA,NA
13,04204,race-ethnicity,Hispanic,0.96349448,0.58451176,1.3424772,1,14,14,14,0.0042475727,1,0.22846530243568583,2
13,04204,race-ethnicity,"White, Non-Hispanic",0.97639465,0.82357204,1.1292173,1,54,54,54,0.005633215,1,0.13940036233017594,1
13,19000,all,All,1.0753515,0.97417104,1.1765319,1,1086,1086,1086,0.03422305,1,0.23778122575640032,1
13,19000,race-ethnicity,"Black, Non-Hispanic",1.091692,1.0051137,1.1782702,1,899,899,899,0.02444928,1,NA,NA
13,19000,race-ethnicity,Hispanic,1.0987365,0.83223873,1.3652343,1,57,57,57,0.0093411999,1,0.2195589645254075,2
13,19000,race-ethnicity,"White, Non-Hispanic",1.0298287,0.90538079,1.1542765,1,84,84,84,0.0055314107,1,0.10127226463104326,1
13,42425,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
13,42425,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,42425,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
13,42425,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
13,49008,all,All,0.9020716,0.78990239,1.0142409,1,516,515,517,0.021414343,1,0.4855674179517595,1
13,49008,race-ethnicity,"Black, Non-Hispanic",0.91683078,0.83233815,1.0013235,1,435,434,436,0.012399521,1,NA,NA
13,49008,race-ethnicity,Hispanic,0.87200916,0.48558825,1.2584301,1,1,0,2,3.9556963e-4,3,0.30228136882129275,2
13,49008,race-ethnicity,"White, Non-Hispanic",0.87702298,0.70283592,1.05121,1,32,32,32,0.0038424591,1,0.19596180935983723,1
13,67284,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
13,67284,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,67284,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
13,67284,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
13,68516,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
13,68516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,68516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3
13,68516,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
13,69000,all,All,0.78532863,0.68690348,0.88375378,1,1012,1012,1012,0.027018368,1,0.12189154676820306,1
13,69000,race-ethnicity,"Black, Non-Hispanic",0.8162809,0.73377347,0.89878833,1,826,826,826,0.019327063,1,NA,NA
13,69000,race-ethnicity,Hispanic,0.83058649,0.56762558,1.0935473,1,52,52,52,0.0060719289,1,0.04103741925887761,2
13,69000,race-ethnicity,"White, Non-Hispanic",0.83764583,0.70769995,0.9675917,1,70,70,70,0.0039463299,1,0.04570124169536569,1
13,80508,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10206323926236106,1
13,80508,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,80508,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03791042689759952,3
13,80508,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0780841115492928,2
15,71550,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05534384244288841,1
15,71550,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,71550,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00172219986232734,2
15,71550,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
16,08830,all,All,0.94685739,0.83523232,1.0584824,1,768,768,768,0.027508149,1,0.1414662039955505,1
16,08830,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,43,42,44,0.018663194,1,NA,NA
16,08830,race-ethnicity,Hispanic,1.0729256,0.83030754,1.3155435,1,176,175,177,0.024195766,1,0.1416762148146466,2
16,08830,race-ethnicity,"White, Non-Hispanic",0.91152906,0.82956105,0.99349707,1,491,490,492,0.011798914,1,0.1431940322104619,1
16,52120,all,All,1.2547117,1.1614071,1.3480164,1,652,652,652,0.014939052,1,0,2
16,52120,race-ethnicity,"Black, Non-Hispanic",1.6225065,0.8439824,2.4010305,3,24,24,24,0.015189873,1,NA,NA
16,52120,race-ethnicity,Hispanic,1.4490006,1.2335669,1.6644343,1,144,144,144,0.01532567,1,0,3
16,52120,race-ethnicity,"White, Non-Hispanic",1.2480884,1.1812302,1.3149465,1,418,418,418,0.0059623998,1,0,2
16,56260,all,All,1.2388159,1.0964046,1.3812273,1,830,829,831,0.0491881,1,0,1
16,56260,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,4,3,5,0.018181818,3,NA,NA
16,56260,race-ethnicity,Hispanic,1.2987341,1.1197479,1.4777203,1,396,394,398,0.032934133,1,0,2
16,56260,race-ethnicity,"White, Non-Hispanic",1.1923223,1.0755246999999999,1.3091198,1,374,374,374,0.01900986,1,0,1
17,02154,all,All,0.93179643,0.72200334,1.1415895,1,266,266,266,0.015374834,1,0,2
17,02154,race-ethnicity,"Black, Non-Hispanic",0.96234566,0.20456757,1.7201238,3,35,35,35,0.052710842,1,NA,NA
17,02154,race-ethnicity,Hispanic,0.94765049,0.69121814,1.2040827,1,162,161,163,0.018404908,1,0,3
17,02154,race-ethnicity,"White, Non-Hispanic",0.94276744,0.75902945,1.1265056,1,46,46,46,0.002219863,1,0,2
17,03012,all,All,1.0806447,0.95566535,1.2056241,1,781,781,781,0.01492794,1,0,1
17,03012,race-ethnicity,"Black, Non-Hispanic",0.99892372,0.72426707,1.2735803,1,297,297,297,0.030828316,1,NA,NA
17,03012,race-ethnicity,Hispanic,1.2229725,1.0834184,1.3625268,1,369,369,369,0.0082925074,1,0,1
17,03012,race-ethnicity,"White, Non-Hispanic",0.94425839,0.8190788,1.0694380000000001,1,56,55,57,0.001999286,1,0,2
17,06613,all,All,0.49047834,0.18875238,0.79220426,1,171,171,171,0.031526547,1,0.05424542982755045,1
17,06613,race-ethnicity,"Black, Non-Hispanic",0.56565094,0.15233508,0.97896677,1,85,84,86,0.034750614,1,NA,NA
17,06613,race-ethnicity,Hispanic,0.85901886,0.24934059,1.4686971,1,18,18,18,0.011320755,1,0,3
17,06613,race-ethnicity,"White, Non-Hispanic",0.47777009,0.19714545,0.75839472,1,52,52,52,0.00993504,1,0.08372396703713741,1
17,12385,all,All,0.77421218,0.58883506,0.9595893,1,268,268,268,0.026087804,1,0.5085281919908559,1
17,12385,race-ethnicity,"Black, Non-Hispanic",0.77132201,0.57301861,0.96962541,1,150,149,151,0.020369364,1,NA,NA
17,12385,race-ethnicity,Hispanic,0.97033519,0.59558743,1.345083,1,70,69,71,0.026236882,1,0.3732752911708166,2
17,12385,race-ethnicity,"White, Non-Hispanic",0.78798616,0.58402747,0.99194485,1,5,4,6,7.1901066e-4,3,0.560582454560279,1
17,14000,all,All,1.1748384,1.1354722,1.2142048,2,14110,14107,14113,0.04039311,1,0.16023684042958725,1
17,14000,race-ethnicity,"Black, Non-Hispanic",1.0801936,1.0405812,1.1198061,2,11028,11025,11031,0.043674208,1,NA,NA
17,14000,race-ethnicity,Hispanic,1.2694025,1.2277811,1.311024,2,2216,2212,2220,0.0067935032,1,0.07788905630867163,1
17,14000,race-ethnicity,"White, Non-Hispanic",1.0975243,0.74329317,1.4517554,3,197,197,197,0.0025825906,1,0.0367361951172063,1
17,14351,all,All,1.1695683,1.0422071,1.2969295,1,185,185,185,0.0098703513,1,0,1
17,14351,race-ethnicity,"Black, Non-Hispanic",1.0945621,0.57668513,1.6124389,1,37,37,37,0.036561266,1,NA,NA
17,14351,race-ethnicity,Hispanic,1.171412,1.0759395,1.2668844,1,136,136,136,0.0038779583,1,0,1
17,14351,race-ethnicity,"White, Non-Hispanic",1.1057035,0.53147966,1.6799273,3,10,10,10,0.0096339118,1,0,2
17,23074,all,All,1.0472966,0.96152264,1.1330707,1,777,777,777,0.020706195,1,0,1
17,23074,race-ethnicity,"Black, Non-Hispanic",1.0794275,0.85444838,1.3044065,1,156,156,156,0.034300793,1,NA,NA
17,23074,race-ethnicity,Hispanic,1.0797534,0.99474853,1.1647583,1,504,504,504,0.012145163,1,0,1
17,23074,race-ethnicity,"White, Non-Hispanic",1.0294628,0.92390746,1.1350182,1,54,54,54,0.0027906976,1,0,2
17,24582,all,All,1.3208994,0.32641619,2.3153825,3,354,354,354,0.031324662,1,0.2217632479641213,1
17,24582,race-ethnicity,"Black, Non-Hispanic",1.4736644,0.20223612,2.7450926,3,259,259,259,0.048429318,1,NA,NA
17,24582,race-ethnicity,Hispanic,1.6783568,0.028369119,3.3283443,3,54,54,54,0.012,1,0.20057581573896352,3
17,24582,race-ethnicity,"White, Non-Hispanic",1.2967724,0.31474814,2.2787967,3,13,13,13,0.0013139276,1,0.24369142033165103,1
17,38570,all,All,1.0727888,0.91490108,1.2306767,1,602,601,603,0.032799389,1,0.0894246629130205,1
17,38570,race-ethnicity,"Black, Non-Hispanic",1.0042362,0.78342211,1.2250502,1,324,322,326,0.040909089,1,NA,NA
17,38570,race-ethnicity,Hispanic,1.1336882,1.0040474,1.263329,1,166,166,166,0.0078213345,1,0.04705527746830581,1
17,38570,race-ethnicity,"White, Non-Hispanic",1.0264521,0.78675479,1.2661493,1,52,51,53,0.008727761,1,0.03155308955448459,1
17,51622,all,All,1.2139734,1.0821183,1.3458285,1,169,169,169,0.010189316,1,0,1
17,51622,race-ethnicity,"Black, Non-Hispanic",1.2893729,0.90014225,1.6786035,1,72,72,72,0.045977011,1,NA,NA
17,51622,race-ethnicity,Hispanic,1.377273,1.0736785,1.6808674,1,53,53,53,0.01437873,1,0,3
17,51622,race-ethnicity,"White, Non-Hispanic",1.1751699,1.068221,1.2821189,1,29,29,29,0.0014319574,1,0,1
17,59000,all,All,0.93318301,0.68760848,1.1787575,1,511,509,513,0.025697762,1,0.2940311908721063,1
17,59000,race-ethnicity,"Black, Non-Hispanic",0.92754751,0.77534366,1.0797515,1,343,340,346,0.020973463,1,NA,NA
17,59000,race-ethnicity,Hispanic,1.0424117,0.71268982,1.3721335,1,20,16,24,0.0054764515,3,0.4498628795839938,2
17,59000,race-ethnicity,"White, Non-Hispanic",0.96846545,0.64858484,1.2883461,1,83,80,86,0.0059074732,2,0.18626166545153705,1
17,65000,all,All,0.96352762,0.85517514,1.0718801,1,2646,2646,2646,0.093809828,1,0.2668448994318221,1
17,65000,race-ethnicity,"Black, Non-Hispanic",0.93832433,0.81276691,1.0638818,1,1588,1588,1588,0.088784523,1,NA,NA
17,65000,race-ethnicity,Hispanic,0.92201424,0.72563201,1.1183964,1,458,458,458,0.028471963,1,0.21079951544115344,1
17,65000,race-ethnicity,"White, Non-Hispanic",1.10596,0.98802996,1.2238901,1,334,334,334,0.020966729,1,0.12543446562672897,1
17,68003,all,All,1.1718054,1.0509033,1.2927074,1,122,122,122,0.0078155026,1,0,1
17,68003,race-ethnicity,"Black, Non-Hispanic",1.3312147,0.92719316,1.7352362,1,31,31,31,0.017754868,1,NA,NA
17,68003,race-ethnicity,Hispanic,1.2285527,1.0491039,1.4080015,1,42,42,42,0.0056481981,1,0,3
17,68003,race-ethnicity,"White, Non-Hispanic",1.0971127,0.9769091,1.2173162,1,27,27,27,0.0021391222,1,0,2
17,72000,all,All,0.92594641,0.7777862,1.0741067,1,372,372,372,0.026987812,1,0.10348554522988068,1
17,72000,race-ethnicity,"Black, Non-Hispanic",0.9119128,0.75924969,1.0645759,1,233,231,235,0.021135705,1,NA,NA
17,72000,race-ethnicity,Hispanic,0.99562657,0.37064373,1.6206094,3,11,11,11,0.010357816,1,0,3
17,72000,race-ethnicity,"White, Non-Hispanic",0.97301912,0.83039147,1.1156467,1,71,69,73,0.0062999111,2,0.0721398994380683,1
17,79293,all,All,0.9288249,0.79277235,1.0648774,1,549,549,549,0.035798121,1,0.08740184215436486,1
17,79293,race-ethnicity,"Black, Non-Hispanic",0.8228848,0.58942395,1.0563457,1,254,254,254,0.062561579,1,NA,NA
17,79293,race-ethnicity,Hispanic,0.96425796,0.85307127,1.0754447,1,251,251,251,0.010297858,1,0.0244078476866764,2
17,79293,race-ethnicity,"White, Non-Hispanic",0.79098123,0.31666031,1.2653022,1,15,15,15,0.015182186,1,0.04362363114917866,2
18,05860,all,All,1.1964965,1.0265315,1.3664615,1,225,224,226,0.01883791,1,0.44093014318770263,1
18,05860,race-ethnicity,"Black, Non-Hispanic",0.95268363,0.43489683,1.4704704,1,40,38,42,0.029069768,3,NA,NA
18,05860,race-ethnicity,Hispanic,1.2487438,0.62606663,1.871421,1,26,26,26,0.018840579,1,0.273833918263618,2
18,05860,race-ethnicity,"White, Non-Hispanic",1.2168746,1.0899261,1.3438231,1,116,115,117,0.0064024725,1,0.4991035576725047,1
18,10342,all,All,0.95540082,0.82349515,1.0873065,1,68,68,68,0.0040281974,1,0,2
18,10342,race-ethnicity,"Black, Non-Hispanic",0.99127066,0.35923663,1.6233047,1,14,13,15,0.011705685,3,NA,NA
18,10342,race-ethnicity,Hispanic,0.95114261,0.41044798,1.4918373,1,8,7,9,0.0067340066,3,0,3
18,10342,race-ethnicity,"White, Non-Hispanic",0.91271955,0.81269866,1.0127404,1,32,32,32,0.00132714,1,0,2
18,22000,all,All,1.0405613,0.92543763,1.1556851,1,508,508,508,0.022259224,1,1.804944950826012e-4,1
18,22000,race-ethnicity,"Black, Non-Hispanic",1.054474,0.83312422,1.2758238,1,135,135,135,0.02015527,1,NA,NA
18,22000,race-ethnicity,Hispanic,0.89956397,0.46928194,1.329846,1,57,57,57,0.024358975,1,0,2
18,22000,race-ethnicity,"White, Non-Hispanic",1.0541074,0.96406829,1.1441466,1,233,233,233,0.0074732183,1,2.7841860847521e-4,1
18,23278,all,All,1.0230775,0.90838778,1.1377672,1,90,90,90,0.004057161,1,0,2
18,23278,race-ethnicity,"Black, Non-Hispanic",1.0889927,0.80533022,1.3726553,1,26,26,26,0.0077014216,1,NA,NA
18,23278,race-ethnicity,Hispanic,1.2014371,0.8796773,1.5231969,1,15,15,15,0.0046554934,1,0,3
18,23278,race-ethnicity,"White, Non-Hispanic",0.99720603,0.91136128,1.0830507,1,38,38,38,0.0011915962,1,0,2
18,25000,all,All,0.96965629,0.83271265,1.1065999,1,818,817,819,0.01813506,1,0.09276403314465988,1
18,25000,race-ethnicity,"Black, Non-Hispanic",0.95921254,0.80250132,1.1159238,1,374,373,375,0.023229813,1,NA,NA
18,25000,race-ethnicity,Hispanic,0.96983719,0.71586627,1.2238081,1,103,103,103,0.0079906909,1,0.12657805687184034,1
18,25000,race-ethnicity,"White, Non-Hispanic",0.9684056,0.84669918,1.090112,1,217,217,217,0.0044792141,1,0.01429775708225099,1
18,31000,all,All,1.0425313,0.89687073,1.1881918,1,154,154,154,0.011768302,1,0.21793307527289815,1
18,31000,race-ethnicity,"Black, Non-Hispanic",1.0227722,0.84885561,1.1966888,1,104,103,105,0.011458793,1,NA,NA
18,31000,race-ethnicity,Hispanic,1.0958649,0.94955939,1.2421703,1,20,19,21,0.001614205,3,0.2691198442002895,2
18,31000,race-ethnicity,"White, Non-Hispanic",0.93207681,0.68848908,1.1756645,1,14,14,14,0.0040816325,1,0.20813845584135648,1
18,36003,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09310081939350992,1
18,36003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,36003,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08982343839798722,1
18,36003,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05254033977690739,1
18,71000,all,All,0.93206924,0.8004719,1.0636666,1,351,348,354,0.019166712,1,0.2244795779069211,1
18,71000,race-ethnicity,"Black, Non-Hispanic",0.90538496,0.76115119,1.0496187,1,181,181,181,0.013306866,1,NA,NA
18,71000,race-ethnicity,Hispanic,1.0962335,0.88573068,1.3067362,1,34,30,38,0.0041242116,3,0.19549138813889683,2
18,71000,race-ethnicity,"White, Non-Hispanic",0.93692899,0.78618705,1.0876709,1,94,94,94,0.0088080959,1,0.17535368506783944,1
19,12000,all,All,0.91281855,0.74566031,1.0799768,1,475,475,475,0.021189276,1,0.04477126574802464,1
19,12000,race-ethnicity,"Black, Non-Hispanic",0.76150906,0.47072002,1.0522981,1,218,218,218,0.029058918,1,NA,NA
19,12000,race-ethnicity,Hispanic,0.93496788,0.51188421,1.3580515,1,21,20,22,0.0069906791,2,0.09676463059222594,3
19,12000,race-ethnicity,"White, Non-Hispanic",0.95887041,0.82874411,1.0889966,1,151,151,151,0.005142001,1,0.02627957515969119,1
19,19000,all,All,0.88834602,0.7468375,1.0298545,1,214,214,214,0.013965022,1,0.08883778446339656,1
19,19000,race-ethnicity,"Black, Non-Hispanic",0.96959072,0.76656449,1.172617,1,96,96,96,0.015640274,1,NA,NA
19,19000,race-ethnicity,Hispanic,0.93604547,0.64499885,1.2270921,1,26,26,26,0.0059880242,1,0.09824579656419606,2
19,19000,race-ethnicity,"White, Non-Hispanic",0.86272258,0.73959267,0.98585248,1,74,74,74,0.0045001218,1,0.11455238492633536,1
19,21000,all,All,0.96764416,0.85494256,1.0803457,1,858,858,858,0.02464455,1,0.0943450214306904,1
19,21000,race-ethnicity,"Black, Non-Hispanic",0.94806838,0.80015314,1.0959836,1,301,301,301,0.022006141,1,NA,NA
19,21000,race-ethnicity,Hispanic,1.0789229,0.94096637,1.2168794,1,174,174,174,0.0092691239,1,0.14190080807571653,1
19,21000,race-ethnicity,"White, Non-Hispanic",0.9735406,0.8553949,1.0916864,1,264,264,264,0.0099600088,1,0.04888234964057338,1
19,73335,all,All,1.0165082,0.87046015,1.1625563,1,271,271,271,0.017650124,1,0.07183347683809124,1
19,73335,race-ethnicity,"Black, Non-Hispanic",1.0614953,0.62319624,1.4997944,1,43,43,43,0.018128162,1,NA,NA
19,73335,race-ethnicity,Hispanic,1.0279863,0.83573681,1.2202357,1,54,54,54,0.0051184832,1,0.1301139856342594,2
19,73335,race-ethnicity,"White, Non-Hispanic",0.97020692,0.84057188,1.099842,1,93,93,93,0.0066945003,1,0.03037448346292465,1
20,36000,all,All,1.0746319,0.8958869,1.2533768,1,983,983,983,0.032510914,1,0.06938349334104735,1
20,36000,race-ethnicity,"Black, Non-Hispanic",1.0571492,0.85955811,1.2547402,1,508,508,508,0.035951875,1,NA,NA
20,36000,race-ethnicity,Hispanic,1.1575974,0.9783563,1.3368386,2,258,258,258,0.0087256497,1,0.00988487033375973,1
20,36000,race-ethnicity,"White, Non-Hispanic",0.93003619,0.62674254,1.2333299,2,137,137,137,0.012956308,1,0.00567267700662061,1
20,38900,all,All,0.85008031,0.66404676,1.0361139,1,137,137,137,0.011608202,1,0.1904207207848368,1
